시도교육청코드,시도교육청명,행정표준코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일자
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20260923,866.00,"찹쌀밥(면대체,자율)- <br/>한우쌀국수(고수:자율)- (5.6.15.16)<br/>사과치커리유자청무침(자율)- <br/>통새우꼬치/칠리소스- (5.6.9.12)<br/>배추김치(자율)- <br/>귤(하우스)- <br/>호박인절미- (1.2.5)","쇠고기(종류) : 제주산한우<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>쌀 가공품 : 국내산<br/>배추 : 국내산<br/>배추 가공품 : 국내산<br/>고춧가루 : 국내산<br/>고춧가루 가공품 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 국내산<br/>조피볼락 : 사용시 별도 표시<br/>참돔 : 국내산<br/>낙지 : 국내산<br/>낙지 수산가공품 : 사용시 별도 표시<br/>명태 : 사용시 별도 표시<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>오징어 수산가공품 : 사용시 별도 표시<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>다랑어 : 사용시 별도 표시<br/>다랑어 수산가공품 : 참치:원양산,가쓰오부시:필리핀산,인도네시아산<br/>아귀 : 국내산<br/>주꾸미 : 사용시 별도 표시<br/>주꾸미 수산가공품 : 사용시 별도 표시<br/>전복 : 국내산<br/>방어 : 국내산<br/>비고 : ",672.6 Kcal,탄수화물(g) : 92.8<br/>단백질(g) : 31.4<br/>지방(g) : 17.6<br/>비타민A(R.E) : 106.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 41.1<br/>칼슘(mg) : 213.6<br/>철분(mg) : 4.0,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20260928,866.00,수수밥- <br/>대구살뭇국- (5)<br/>깻잎무쌈(자율)- (13)<br/>브로콜리참깨소스무침(자율)- (5.6)<br/>불족발- (5.6.10.15.16)<br/>감자크로켓/케첩- (2.5.6.10.12)<br/>배추김치(자율)- ,"쇠고기(종류) : 제주산한우<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>쌀 가공품 : 국내산<br/>배추 : 국내산<br/>배추 가공품 : 국내산<br/>고춧가루 : 국내산<br/>고춧가루 가공품 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 국내산<br/>조피볼락 : 사용시 별도 표시<br/>참돔 : 국내산<br/>낙지 : 국내산<br/>낙지 수산가공품 : 사용시 별도 표시<br/>명태 : 사용시 별도 표시<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>오징어 수산가공품 : 사용시 별도 표시<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>다랑어 : 사용시 별도 표시<br/>다랑어 수산가공품 : 참치:원양산,가쓰오부시:필리핀산,인도네시아산<br/>아귀 : 국내산<br/>주꾸미 : 사용시 별도 표시<br/>주꾸미 수산가공품 : 사용시 별도 표시<br/>전복 : 국내산<br/>방어 : 국내산<br/>비고 : ",870.6 Kcal,탄수화물(g) : 111.2<br/>단백질(g) : 51.4<br/>지방(g) : 22.7<br/>비타민A(R.E) : 178.9<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 19.6<br/>칼슘(mg) : 240.2<br/>철분(mg) : 3.1,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20260929,866.00,기장밥- <br/>우동샐러드- (5.6.9.12.18)<br/>부대만두전골- (1.2.5.6.9.10.12.15.16.18)<br/>배추된장무침(자율)- (5)<br/>고등어살카레구이- (2.5.6.7.12.16.18)<br/>배추김치(자율)- <br/>허니아몬드- (2.5),"쇠고기(종류) : 제주산한우<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>쌀 가공품 : 국내산<br/>배추 : 국내산<br/>배추 가공품 : 국내산<br/>고춧가루 : 국내산<br/>고춧가루 가공품 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 국내산<br/>조피볼락 : 사용시 별도 표시<br/>참돔 : 국내산<br/>낙지 : 국내산<br/>낙지 수산가공품 : 사용시 별도 표시<br/>명태 : 사용시 별도 표시<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>오징어 수산가공품 : 사용시 별도 표시<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>다랑어 : 사용시 별도 표시<br/>다랑어 수산가공품 : 참치:원양산,가쓰오부시:필리핀산,인도네시아산<br/>아귀 : 국내산<br/>주꾸미 : 사용시 별도 표시<br/>주꾸미 수산가공품 : 사용시 별도 표시<br/>전복 : 국내산<br/>방어 : 국내산<br/>비고 : ",840.5 Kcal,탄수화물(g) : 124.9<br/>단백질(g) : 33.7<br/>지방(g) : 21.8<br/>비타민A(R.E) : 111.2<br/>티아민(mg) : 3.4<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 20.2<br/>칼슘(mg) : 214.2<br/>철분(mg) : 4.9,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20260930,866.00,닭갈비덮밥- (5.6.15)<br/>애플파이- (2.5.6)<br/>들깨시래기된장국- (5)<br/>감말랭이양상추샐러드/키위소스(자율)- (1.5.13.16)<br/>배추김치(자율)- <br/>청포도(샤인머스켓)- ,"쇠고기(종류) : 제주산한우<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>쌀 가공품 : 국내산<br/>배추 : 국내산<br/>배추 가공품 : 국내산<br/>고춧가루 : 국내산<br/>고춧가루 가공품 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 국내산<br/>조피볼락 : 사용시 별도 표시<br/>참돔 : 국내산<br/>낙지 : 국내산<br/>낙지 수산가공품 : 사용시 별도 표시<br/>명태 : 사용시 별도 표시<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>오징어 수산가공품 : 사용시 별도 표시<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>다랑어 : 사용시 별도 표시<br/>다랑어 수산가공품 : 참치:원양산,가쓰오부시:필리핀산,인도네시아산<br/>아귀 : 국내산<br/>주꾸미 : 사용시 별도 표시<br/>주꾸미 수산가공품 : 사용시 별도 표시<br/>전복 : 국내산<br/>방어 : 국내산<br/>비고 : ",898.8 Kcal,탄수화물(g) : 133.6<br/>단백질(g) : 44.2<br/>지방(g) : 21.4<br/>비타민A(R.E) : 264.9<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 41.0<br/>칼슘(mg) : 324.4<br/>철분(mg) : 4.2,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260909,339.00,&현미밥 <br/>&부대찌개 (1.2.5.6.10.15.16)<br/>&매운콩나물무침(고) (5)<br/>어두부전&새송이버섯전 (1.2.5.6.10.15.16.18)<br/>닭다리살오븐구이&머스터드소스 (1.2.5.6.13.15)<br/>&배추김치(고) <br/>삼각츄러스 (1.2.5.6),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,888.4 Kcal,탄수화물(g) : 107.3<br/>단백질(g) : 41.9<br/>지방(g) : 30.7<br/>비타민A(R.E) : 42.8<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 13.4<br/>칼슘(mg) : 389.2<br/>철분(mg) : 4.1,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260910,339.00,&찹쌀밥(자율) <br/>&고기짬뽕(고) (5.6.9.10.17.18)<br/>단무지&오이피클 <br/>&배추김치(고) <br/>블랙치즈볼(치즈시즈닝) (2.5.6)<br/>&시리얼황도요거트 (2.5.6.11.13),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,891.4 Kcal,탄수화물(g) : 162.0<br/>단백질(g) : 37.9<br/>지방(g) : 11.9<br/>비타민A(R.E) : 1038.8<br/>티아민(mg) : 1.2<br/>리보플라빈(mg) : 1.0<br/>비타민C(mg) : 48.1<br/>칼슘(mg) : 553.8<br/>철분(mg) : 7.6,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260911,339.00,흑미밥 <br/>&대구살무국 (5.6)<br/>&크래미채소샐러드 (1.5.6.8.13)<br/>에그랑땡&케첩 (1.2.5.6.10.12.15.16.18)<br/>&돈육마파두부 (5.6.10.12.13.18)<br/>&배추김치(고) <br/>미니스위플샤인머스켓음료 ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:국내산<br/>낙지 : <br/>명태 : <br/>명태 수산가공품 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,865.4 Kcal,탄수화물(g) : 131.3<br/>단백질(g) : 35.9<br/>지방(g) : 19.9<br/>비타민A(R.E) : 72.0<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 12.7<br/>칼슘(mg) : 278.9<br/>철분(mg) : 2.5,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260914,339.00,&바베큐돈육볶음밥 (1.5.6.10.12.13.18)<br/>&배추된장국(고) (5.6)<br/>콘크러스트반마리치킨 (1.2.5.6.15)<br/>&배추김치(고) <br/>&열대과일샐러드 <br/>패션후르츠에이드 (13)<br/>궁채모둠피클 ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,862.0 Kcal,탄수화물(g) : 113.3<br/>단백질(g) : 52.2<br/>지방(g) : 21.5<br/>비타민A(R.E) : 244.0<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 23.9<br/>칼슘(mg) : 316.6<br/>철분(mg) : 4.7,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260915,339.00,&찹쌀밥 <br/>마라탕 (1.2.4.5.6.10.15.16.18)<br/>&메추리알곤약조림 (1.5.6.13)<br/>청경채무침 <br/>도시락김 <br/>꿔바로우탕수육 (2.5.6.10.12.13.15.16.18)<br/>&배추김치(고) ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,815.6 Kcal,탄수화물(g) : 119.4<br/>단백질(g) : 32.1<br/>지방(g) : 23.4<br/>비타민A(R.E) : 235.2<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 1.0<br/>비타민C(mg) : 69.9<br/>칼슘(mg) : 214.4<br/>철분(mg) : 9.1,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260916,339.00,보리밥 <br/>돼지갈비우거지탕 (5.6.10.13)<br/>&까르보나라 미트볼(고) (1.2.5.6.10.15.16.18)<br/>오징어김치전&김치메밀전병 (1.2.3.5.6.9.10.16.18)<br/>&배추김치(고) <br/>&부추양파겉절이(고) (13),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>오징어 수산가공품 : 오징어김치전:오징어(국내산)<br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,859.9 Kcal,탄수화물(g) : 116.2<br/>단백질(g) : 34.0<br/>지방(g) : 27.6<br/>비타민A(R.E) : 109.7<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 16.6<br/>칼슘(mg) : 230.7<br/>철분(mg) : 3.0,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260917,339.00,&찹쌀밥(자율) <br/>자장면 (1.2.5.6.10.13.16)<br/>&단무지무침(고) (13)<br/>&배추김치(고) <br/>수제청사과에이드 (13)<br/>콘치즈팝만두강정 (1.2.5.6.12.13.18),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,875.8 Kcal,탄수화물(g) : 153.1<br/>단백질(g) : 34.2<br/>지방(g) : 14.7<br/>비타민A(R.E) : 565.8<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 32.7<br/>칼슘(mg) : 219.5<br/>철분(mg) : 3.8,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260918,339.00,흑미밥 <br/>&참치김치찌개(고) (5.16.18)<br/>&쫄면무침(고) (1.5.6.8.13)<br/>오이스틱&쌈다시마(초고추장) (5.6.13)<br/>데리야끼보쌈 (5.6.10.13)<br/>&배추김치(고) <br/>약과도넛 (1.5.6),"쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : 참치통조림,가쓰오부시:베트남산,원양산,인도네시아산,필리핀산<br/>아귀 : <br/>주꾸미 : <br/>비고 : ",847.5 Kcal,탄수화물(g) : 138.9<br/>단백질(g) : 41.6<br/>지방(g) : 13.3<br/>비타민A(R.E) : 162.3<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 23.8<br/>칼슘(mg) : 289.4<br/>철분(mg) : 5.2,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260921,339.00,&훈제오리볶음밥(고) (1.5.6.13.18)<br/>&가쓰오유부국 (5.6.7.18)<br/>&골뱅이채소무침 (5.6.13)<br/>&&소시지떡꼬치 (5.6.12.13)<br/>&배추김치(고) <br/>오렌지토마토샐러드 (1.2.5.6.12)<br/>메론 ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,850.8 Kcal,탄수화물(g) : 113.0<br/>단백질(g) : 39.9<br/>지방(g) : 27.3<br/>비타민A(R.E) : 258.8<br/>티아민(mg) : 1.0<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 60.3<br/>칼슘(mg) : 529.1<br/>철분(mg) : 7.7,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260922,339.00,보리밥 <br/>&짬뽕국(고) (5.6.9.10.13.17.18)<br/>&바베큐소스닭조림(고) (5.6.12.13.15.18)<br/>편마늘멸치볶음(고) (5.13)<br/>잡채 (5.6.10.13)<br/>&배추김치(고) ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : <br/>닭고기 : 제주산<br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : 국내산<br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : 새우살:국내산,865.6 Kcal,탄수화물(g) : 135.4<br/>단백질(g) : 40.6<br/>지방(g) : 15.8<br/>비타민A(R.E) : 357.8<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 16.8<br/>칼슘(mg) : 400.9<br/>철분(mg) : 4.9,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260928,339.00,&찹쌀밥(자율) <br/>&닭칼국수(고) (1.5.6.15)<br/>&오징어포도라지채무침(고) (13.17)<br/>뱅글소시지롤도그 (1.2.5.6.10.15.16)<br/>&배추김치(고) <br/>수제복숭아아이스티 (11),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 제주산<br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,849.1 Kcal,탄수화물(g) : 154.4<br/>단백질(g) : 30.0<br/>지방(g) : 9.9<br/>비타민A(R.E) : 498.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 13.5<br/>칼슘(mg) : 146.4<br/>철분(mg) : 2.1,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260929,339.00,발아현미밥 <br/>&달걀파국(고) (1)<br/>&떡돼지갈비찜(고) (5.6.10.13)<br/>&깻잎순무말랭이무침(고) (5.6.13)<br/>&감자채베이컨볶음(고) (5.10.13)<br/>&배추김치(고) ,쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,816.5 Kcal,탄수화물(g) : 117.4<br/>단백질(g) : 42.3<br/>지방(g) : 18.6<br/>비타민A(R.E) : 283.4<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 40.2<br/>칼슘(mg) : 373.2<br/>철분(mg) : 7.3,20260909
T10,제주특별자치도교육청,9290088,제주중앙고등학교,3,석식,20260930,339.00,보리밥 <br/>버섯된장찌개(고) (5.6)<br/>&숙주나물미나리무침(고) <br/>돈육고추장오븐구이 (5.6.10.13)<br/>&배추김치(고) <br/>인절미콘스낵 (2.5)<br/>&과일샐러드(딸기소스) (1.5.12.13),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 제주산<br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 직접담금<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:국내산<br/>낙지 : <br/>명태 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>다랑어 : <br/>아귀 : <br/>주꾸미 : <br/>비고 : ,857.1 Kcal,탄수화물(g) : 95.3<br/>단백질(g) : 56.1<br/>지방(g) : 28.1<br/>비타민A(R.E) : 69.6<br/>티아민(mg) : 1.4<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 58.0<br/>칼슘(mg) : 297.2<br/>철분(mg) : 5.4,20260909

